account_id,industry,company_size,region,contract_type,subscription_plan,account_age_months,monthly_recurring_revenue,seat_count,seats_used_percent,weekly_active_users,feature_adoption_rate,avg_session_minutes,admin_logins_last_30d,onboarding_completion_percent,days_since_last_login,support_tickets_last_90d,nps_score,nps_band,account_health_score,health_band,churn_flag,renewal_probability,expansion_revenue,usage_band,revenue_band,login_recency_band
144,finance,mid_market,North America,monthly,growth,10,200.11,12,49.04,3,24.58,16.27,8,41.74,29,3,29.0,passive,0.367,medium_health,0,37.18,46.2,low_usage,mid_mrr,warming_8_30d
145,finance,mid_market,Europe,monthly,starter,23,112.98,7,78.8,2,46.51,24.05,4,70.06,37,1,-5.0,detractor,0.625,medium_health,1,70.7,1.66,medium_usage,mid_mrr,inactive_31_90d
146,software,small,Europe,monthly,starter,6,67.95,7,65.01,1,9.66,16.79,3,37.16,10,4,9.0,passive,0.338,medium_health,0,51.43,16.94,low_usage,low_mrr,warming_8_30d
147,retail,small,North America,annual,growth,25,132.38,12,79.85,3,43.81,18.91,2,44.47,8,1,20.0,passive,0.584,medium_health,0,79.23,31.83,medium_usage,mid_mrr,warming_8_30d
148,healthcare,small,North America,monthly,starter,1,88.53,9,82.81,1,8.92,18.94,3,52.91,6,3,-1.0,detractor,0.436,medium_health,1,69.32,1.72,low_usage,low_mrr,active_0_7d
149,software,mid_market,North America,annual,starter,13,210.93,5,48.05,0,18.1,14.83,3,52.87,5,2,16.0,passive,0.373,medium_health,0,80.08,82.73,low_usage,mid_mrr,active_0_7d
150,software,enterprise,North America,annual,growth,2,809.48,16,54.63,2,23.57,10.79,5,51.01,11,3,,,0.418,medium_health,0,70.76,59.52,low_usage,high_mrr,warming_8_30d
151,other,small,Europe,annual,growth,6,180.09,10,79.3,3,20.71,23.77,4,63.17,3,0,,,0.548,medium_health,1,77.35,2.51,low_usage,mid_mrr,active_0_7d
152,software,small,Europe,annual,starter,5,71.03,2,77.71,0,15.92,16.94,0,52.89,94,2,,,0.419,medium_health,0,73.41,6.12,low_usage,low_mrr,dormant_90d_plus
153,software,small,North America,monthly,starter,33,59.29,3,63.12,1,58.63,17.28,2,43.19,3,2,46.0,passive,0.616,medium_health,0,70.31,11.14,medium_usage,low_mrr,active_0_7d
154,healthcare,small,Europe,monthly,growth,4,173.64,18,45.18,3,37.02,16.66,2,24.79,24,3,41.0,passive,0.379,medium_health,1,52.57,4.58,medium_usage,mid_mrr,warming_8_30d
155,other,small,Europe,monthly,growth,30,124.03,16,73.23,6,50.09,16.84,4,62.11,24,1,45.0,passive,0.646,medium_health,0,72.33,41.3,medium_usage,mid_mrr,warming_8_30d
156,software,small,North America,monthly,starter,28,27.15,5,90.35,2,47.77,11.29,1,60.78,46,1,,,0.679,high_health,0,62.18,6.13,medium_usage,low_mrr,inactive_31_90d
157,retail,mid_market,North America,annual,growth,12,201.52,14,98.63,5,21.5,15.84,6,31.96,5,4,-2.0,detractor,0.494,medium_health,0,75.0,49.66,low_usage,mid_mrr,active_0_7d
158,education,mid_market,North America,monthly,starter,5,248.17,8,63.43,1,32.09,17.05,3,34.16,36,4,,,0.436,medium_health,0,69.36,47.63,low_usage,mid_mrr,inactive_31_90d
159,software,small,Europe,monthly,business,5,446.67,38,88.42,8,51.14,15.91,4,46.34,6,2,51.0,promoter,0.678,high_health,0,67.08,138.82,medium_usage,mid_mrr,active_0_7d
160,retail,mid_market,North America,annual,growth,11,300.79,15,55.06,4,22.86,10.12,3,43.68,11,1,37.0,passive,0.404,medium_health,0,78.3,75.7,low_usage,mid_mrr,warming_8_30d
161,finance,small,North America,annual,enterprise,0,1867.29,119,72.02,51,63.57,11.12,6,61.38,12,0,,,0.706,high_health,0,90.43,709.59,medium_usage,enterprise_mrr,warming_8_30d
162,retail,small,Europe,annual,business,14,306.94,35,42.45,9,23.29,9.39,5,59.7,12,3,42.0,passive,0.41,medium_health,0,81.54,25.32,low_usage,mid_mrr,warming_8_30d
163,retail,small,Europe,annual,growth,55,182.73,20,76.21,11,56.15,21.46,6,61.07,2,1,79.0,promoter,0.723,high_health,0,75.93,33.6,medium_usage,mid_mrr,active_0_7d
164,,small,North America,annual,starter,3,50.34,6,93.06,1,5.19,24.57,1,48.8,80,4,,,0.427,medium_health,0,68.02,14.75,low_usage,low_mrr,inactive_31_90d
165,software,small,North America,annual,growth,15,175.03,16,57.65,2,29.81,8.49,3,45.62,3,3,25.0,passive,0.45,medium_health,0,79.88,57.16,low_usage,mid_mrr,active_0_7d
166,education,small,Europe,monthly,starter,59,43.56,5,89.9,1,40.94,23.29,5,53.83,1,2,34.0,passive,0.646,medium_health,1,74.81,1.7,medium_usage,low_mrr,active_0_7d
167,finance,small,APAC,annual,business,35,284.67,44,80.35,20,42.62,12.01,0,76.14,0,1,29.0,passive,0.68,high_health,0,94.81,76.9,medium_usage,mid_mrr,active_0_7d
168,software,enterprise,UK,monthly,enterprise,34,4498.55,134,56.19,43,26.96,23.2,7,62.6,20,1,47.0,passive,0.481,medium_health,0,72.52,1404.31,low_usage,enterprise_mrr,warming_8_30d
169,software,small,Europe,monthly,business,31,303.26,29,58.79,5,33.01,12.92,4,46.7,1,2,30.0,passive,0.478,medium_health,1,59.73,8.56,low_usage,mid_mrr,active_0_7d
170,healthcare,small,North America,monthly,growth,7,148.85,10,83.32,3,24.79,16.94,3,59.84,4,3,38.0,passive,0.562,medium_health,0,63.29,10.85,low_usage,mid_mrr,active_0_7d
171,retail,small,North America,annual,starter,40,28.42,3,89.4,1,58.33,24.56,5,71.42,10,2,34.0,passive,0.77,high_health,0,100.0,8.13,medium_usage,low_mrr,warming_8_30d
172,software,mid_market,APAC,annual,growth,51,211.83,10,31.69,3,38.55,18.69,0,59.22,4,2,39.0,passive,0.449,medium_health,0,61.35,34.81,medium_usage,mid_mrr,active_0_7d
173,healthcare,small,North America,monthly,starter,12,51.38,9,49.43,1,10.42,15.31,1,58.17,33,2,32.0,passive,0.345,medium_health,0,53.98,3.27,low_usage,low_mrr,inactive_31_90d
174,software,mid_market,Other,monthly,growth,8,313.47,10,72.06,2,41.3,17.39,3,49.19,11,2,30.0,passive,0.563,medium_health,1,74.95,4.71,medium_usage,mid_mrr,warming_8_30d
175,retail,small,Europe,annual,growth,10,159.26,13,65.27,2,20.11,26.99,2,45.96,37,1,31.0,passive,0.409,medium_health,0,74.48,35.23,low_usage,mid_mrr,inactive_31_90d
176,software,small,UK,annual,business,7,392.76,40,82.49,9,42.76,9.53,3,31.36,35,0,,,0.557,medium_health,1,69.29,0.66,medium_usage,mid_mrr,inactive_31_90d
177,retail,small,North America,monthly,growth,4,359.81,16,27.94,2,22.52,14.1,3,44.02,11,1,23.0,passive,0.3,low_health,0,74.52,82.21,low_usage,mid_mrr,warming_8_30d
178,finance,small,Europe,monthly,growth,17,155.76,17,64.21,3,0.53,15.53,3,33.27,4,3,37.0,passive,0.305,low_health,1,57.87,11.47,low_usage,mid_mrr,active_0_7d
179,other,small,Europe,annual,business,15,349.42,29,88.65,12,54.09,15.45,7,45.18,6,2,50.0,passive,0.689,high_health,0,76.02,142.58,medium_usage,mid_mrr,active_0_7d
180,software,small,North America,monthly,starter,11,50.77,7,44.4,2,30.05,21.9,2,57.53,35,2,54.0,promoter,0.434,medium_health,1,70.83,2.9,low_usage,low_mrr,inactive_31_90d
181,,mid_market,North America,annual,growth,2,468.43,14,93.92,5,45.44,16.31,3,52.19,25,2,,,0.67,high_health,0,87.53,142.31,medium_usage,mid_mrr,warming_8_30d
182,software,small,APAC,monthly,growth,29,146.43,17,87.14,5,47.48,25.18,4,54.46,4,4,48.0,passive,0.677,high_health,0,79.56,31.29,medium_usage,mid_mrr,active_0_7d
183,other,small,Europe,monthly,starter,3,62.27,7,78.01,1,33.03,17.54,3,32.47,11,4,,,0.508,medium_health,1,64.86,0.32,low_usage,low_mrr,warming_8_30d
184,other,enterprise,Europe,monthly,growth,2,855.77,12,43.05,1,19.51,12.28,0,25.57,24,2,7.0,passive,0.266,low_health,1,63.13,3.56,low_usage,high_mrr,warming_8_30d
185,software,small,North America,monthly,starter,18,44.26,7,54.0,1,60.37,26.33,4,70.6,6,1,41.0,passive,0.663,high_health,0,60.27,2.51,medium_usage,low_mrr,active_0_7d
186,retail,mid_market,UK,monthly,enterprise,9,2744.46,111,92.26,53,53.89,9.91,3,94.98,16,1,69.0,promoter,0.843,high_health,0,58.79,981.27,medium_usage,enterprise_mrr,warming_8_30d
187,education,mid_market,UK,monthly,starter,1,188.65,8,59.07,1,0.0,17.69,4,38.27,2,1,3.0,passive,0.276,low_health,0,59.32,9.1,low_usage,mid_mrr,active_0_7d
188,healthcare,small,Europe,annual,growth,8,162.23,10,24.53,0,0.0,20.76,1,31.11,15,2,,,0.141,low_health,0,55.8,8.06,low_usage,mid_mrr,warming_8_30d
189,healthcare,small,Europe,monthly,growth,27,105.51,24,87.23,8,38.95,8.85,4,61.13,8,1,61.0,promoter,0.661,high_health,0,71.04,13.81,medium_usage,mid_mrr,warming_8_30d
190,software,small,Europe,annual,growth,17,133.24,17,61.74,3,18.04,15.64,1,47.63,1,2,14.0,passive,0.407,medium_health,0,68.02,45.56,low_usage,mid_mrr,active_0_7d
191,software,mid_market,Europe,monthly,growth,8,156.4,8,53.5,1,42.57,19.72,2,44.05,29,3,43.0,passive,0.486,medium_health,0,64.42,64.53,medium_usage,mid_mrr,warming_8_30d
192,other,mid_market,North America,annual,business,4,921.04,42,76.35,7,31.14,11.14,0,42.73,6,0,,,0.519,medium_health,0,85.48,342.8,low_usage,high_mrr,active_0_7d
193,other,mid_market,Other,monthly,growth,18,518.86,14,30.66,4,38.97,21.33,5,55.86,3,3,20.0,passive,0.426,medium_health,0,59.89,25.94,medium_usage,high_mrr,active_0_7d
194,retail,enterprise,Europe,monthly,growth,39,465.86,11,74.62,5,39.16,30.05,6,68.51,11,0,63.0,promoter,0.638,medium_health,0,69.4,76.3,medium_usage,mid_mrr,warming_8_30d
195,finance,mid_market,North America,monthly,enterprise,19,2782.04,119,92.33,56,61.6,26.91,10,70.85,26,1,57.0,promoter,0.798,high_health,0,74.66,172.12,medium_usage,enterprise_mrr,warming_8_30d
196,finance,small,Europe,monthly,starter,30,69.18,8,73.6,2,30.55,27.89,4,41.84,29,3,42.0,passive,0.49,medium_health,1,52.68,2.99,low_usage,low_mrr,warming_8_30d
197,retail,small,APAC,annual,growth,13,218.29,20,85.15,3,12.0,9.09,2,38.21,2,2,23.0,passive,0.438,medium_health,1,69.64,3.66,low_usage,mid_mrr,active_0_7d
198,other,mid_market,North America,annual,growth,23,513.03,13,93.0,4,35.25,19.29,12,47.88,7,2,38.0,passive,0.611,medium_health,0,78.6,71.92,medium_usage,high_mrr,active_0_7d
199,other,small,North America,annual,starter,41,25.48,6,58.66,1,45.27,6.76,2,83.15,51,4,-21.0,detractor,0.564,medium_health,0,83.43,9.49,medium_usage,low_mrr,inactive_31_90d
200,,small,Europe,monthly,business,27,476.13,40,45.69,11,45.48,16.07,4,73.5,3,2,,,0.571,medium_health,1,54.91,39.35,medium_usage,mid_mrr,active_0_7d
201,retail,mid_market,North America,annual,business,43,518.26,49,71.88,20,44.02,24.21,4,78.58,10,1,61.0,promoter,0.679,high_health,0,63.43,98.7,medium_usage,high_mrr,warming_8_30d
202,software,small,UK,annual,starter,10,34.55,5,71.21,1,16.95,17.07,4,48.17,0,1,12.0,passive,0.435,medium_health,1,70.06,1.19,low_usage,low_mrr,active_0_7d
203,software,enterprise,North America,annual,enterprise,42,7997.69,124,73.13,52,40.39,15.95,3,51.92,1,2,,,0.574,medium_health,0,73.97,2559.42,medium_usage,enterprise_mrr,active_0_7d
204,other,mid_market,UK,annual,business,17,927.72,40,71.12,9,43.02,18.34,6,48.44,5,6,33.0,passive,0.573,medium_health,1,81.85,1.71,medium_usage,high_mrr,active_0_7d
205,retail,small,North America,monthly,starter,37,63.18,4,87.86,1,11.19,4.48,5,69.6,5,2,38.0,passive,0.538,medium_health,0,70.33,29.72,low_usage,low_mrr,active_0_7d
206,software,enterprise,North America,monthly,enterprise,1,4334.34,108,84.41,42,41.77,20.16,4,60.23,11,0,57.0,promoter,0.657,medium_health,0,76.5,1901.38,medium_usage,enterprise_mrr,warming_8_30d
207,software,small,APAC,monthly,starter,19,82.07,9,79.81,3,9.29,27.15,1,66.01,3,2,32.0,passive,0.489,medium_health,1,58.22,1.03,low_usage,low_mrr,active_0_7d
208,retail,small,Europe,annual,growth,34,189.59,7,75.97,2,34.45,8.75,5,51.91,15,4,18.0,passive,0.539,medium_health,0,75.97,62.16,low_usage,mid_mrr,warming_8_30d
209,software,small,North America,monthly,starter,3,66.89,8,85.88,1,36.63,14.36,2,45.5,38,3,6.0,passive,0.541,medium_health,0,72.82,7.71,medium_usage,low_mrr,inactive_31_90d
210,software,small,North America,annual,growth,20,102.09,19,79.61,6,31.46,28.99,3,64.02,22,2,29.0,passive,0.573,medium_health,0,82.7,25.13,low_usage,mid_mrr,warming_8_30d
211,healthcare,small,Europe,monthly,growth,31,224.51,15,57.88,4,28.09,10.76,1,59.7,21,2,16.0,passive,0.462,medium_health,0,53.02,12.33,low_usage,mid_mrr,warming_8_30d
212,retail,small,Europe,monthly,business,6,357.2,32,52.75,5,26.67,15.59,4,34.28,2,4,,,0.376,medium_health,1,58.99,29.9,low_usage,mid_mrr,active_0_7d
213,retail,small,Other,monthly,growth,9,120.3,17,65.65,4,23.62,25.54,4,56.67,4,0,39.0,passive,0.487,medium_health,0,90.89,28.99,low_usage,mid_mrr,active_0_7d
214,software,small,Other,monthly,starter,15,60.99,7,40.6,0,9.87,29.23,2,38.38,8,2,,,0.26,low_health,0,67.24,4.62,low_usage,low_mrr,warming_8_30d
215,retail,mid_market,Europe,annual,business,13,1076.58,43,69.98,10,16.36,19.02,4,61.71,17,2,41.0,passive,0.473,medium_health,0,65.63,279.44,low_usage,high_mrr,warming_8_30d
216,software,mid_market,Europe,monthly,growth,1,243.72,11,83.33,5,34.42,22.63,3,70.24,5,2,22.0,passive,0.626,medium_health,0,67.04,47.35,low_usage,mid_mrr,active_0_7d
217,finance,small,Europe,monthly,growth,2,306.02,15,69.14,3,26.71,8.74,0,54.39,0,2,34.0,passive,0.508,medium_health,0,68.01,100.75,low_usage,mid_mrr,active_0_7d
218,retail,small,UK,monthly,starter,2,92.47,7,80.02,2,39.32,20.19,4,63.7,23,4,23.0,passive,0.607,medium_health,0,70.31,30.69,medium_usage,low_mrr,warming_8_30d
219,retail,small,North America,monthly,growth,5,184.14,14,66.96,3,26.57,15.17,3,59.05,36,2,36.0,passive,0.486,medium_health,0,73.13,68.76,low_usage,mid_mrr,inactive_31_90d
220,education,small,North America,annual,business,5,463.87,32,83.15,10,55.82,21.16,6,52.88,17,2,,,0.683,high_health,0,84.38,59.09,medium_usage,mid_mrr,warming_8_30d
221,retail,mid_market,North America,monthly,business,24,985.2,39,53.25,9,40.56,20.25,1,67.95,6,2,39.0,passive,0.556,medium_health,1,71.87,116.31,medium_usage,high_mrr,active_0_7d
222,healthcare,mid_market,North America,annual,enterprise,15,1534.62,106,49.09,20,57.25,16.39,2,70.27,16,3,22.0,passive,0.61,medium_health,0,80.31,449.16,medium_usage,enterprise_mrr,warming_8_30d
223,software,small,North America,annual,starter,26,50.97,6,99.11,2,47.96,29.09,2,66.8,16,1,43.0,passive,0.742,high_health,1,71.42,0.89,medium_usage,low_mrr,warming_8_30d
224,finance,small,Europe,annual,business,1,413.15,36,81.94,13,30.47,23.17,4,59.58,2,2,52.0,promoter,0.595,medium_health,0,85.41,105.39,low_usage,mid_mrr,active_0_7d
225,software,small,UK,monthly,starter,12,40.05,5,88.73,1,20.71,11.03,3,55.25,32,3,17.0,passive,0.513,medium_health,0,72.23,6.41,low_usage,low_mrr,inactive_31_90d
226,software,mid_market,Europe,monthly,starter,7,96.74,16,76.29,2,44.87,7.46,2,31.94,24,4,-3.0,detractor,0.514,medium_health,0,61.53,20.62,medium_usage,low_mrr,warming_8_30d
227,other,small,North America,annual,growth,34,64.75,11,59.08,3,24.66,27.15,5,49.6,11,1,40.0,passive,0.446,medium_health,0,72.17,28.47,low_usage,low_mrr,warming_8_30d
228,finance,enterprise,North America,annual,enterprise,22,4086.6,116,60.88,33,54.16,26.77,7,53.31,2,2,35.0,passive,0.608,medium_health,0,64.99,783.17,medium_usage,enterprise_mrr,active_0_7d
229,other,mid_market,Europe,annual,growth,37,452.62,12,60.29,4,27.84,20.92,4,46.19,25,1,32.0,passive,0.439,medium_health,0,70.14,164.87,low_usage,mid_mrr,warming_8_30d
230,retail,small,North America,monthly,starter,1,89.81,7,47.34,1,12.61,6.23,3,46.76,8,0,33.0,passive,0.336,medium_health,1,52.65,1.57,low_usage,low_mrr,warming_8_30d
231,education,small,Europe,monthly,starter,23,35.22,6,61.0,1,15.12,13.16,4,58.52,4,0,36.0,passive,0.433,medium_health,0,75.71,4.31,low_usage,low_mrr,active_0_7d
232,healthcare,enterprise,Other,monthly,business,14,2126.85,36,87.59,14,26.07,21.67,5,46.51,72,2,52.0,promoter,0.504,medium_health,0,62.51,550.74,low_usage,enterprise_mrr,inactive_31_90d
233,,small,North America,annual,starter,31,71.97,5,69.38,0,25.44,8.26,3,34.43,18,2,33.0,passive,0.433,medium_health,0,60.93,45.11,low_usage,low_mrr,warming_8_30d
234,healthcare,small,North America,monthly,starter,13,40.84,5,74.78,1,55.76,30.16,1,58.7,23,1,50.0,passive,0.673,high_health,0,80.06,9.09,medium_usage,low_mrr,warming_8_30d
235,software,small,Europe,monthly,starter,14,62.09,7,71.52,0,21.36,5.34,3,37.73,3,4,6.0,passive,0.422,medium_health,0,54.61,9.15,low_usage,low_mrr,active_0_7d
236,retail,mid_market,Other,annual,enterprise,1,2608.96,123,62.79,33,34.19,10.75,0,62.03,15,1,20.0,passive,0.522,medium_health,0,88.24,853.08,low_usage,enterprise_mrr,warming_8_30d
237,finance,mid_market,UK,monthly,business,20,1331.5,26,45.6,2,2.75,16.17,4,44.51,24,1,17.0,passive,0.253,low_health,1,66.95,116.22,low_usage,high_mrr,warming_8_30d
238,software,mid_market,APAC,monthly,growth,6,209.25,18,81.88,3,31.77,24.56,1,41.67,5,1,12.0,passive,0.522,medium_health,0,59.14,35.25,low_usage,mid_mrr,active_0_7d
239,retail,mid_market,North America,monthly,enterprise,0,1793.51,118,67.3,45,47.64,4.04,0,89.31,2,1,39.0,passive,0.701,high_health,0,80.48,375.03,medium_usage,enterprise_mrr,active_0_7d
240,software,enterprise,Other,monthly,enterprise,1,6616.71,120,51.85,8,16.62,9.12,0,37.48,26,4,,,0.301,low_health,0,54.24,917.85,low_usage,enterprise_mrr,warming_8_30d
241,other,enterprise,North America,monthly,business,57,2063.32,38,80.29,20,68.65,5.65,2,64.09,4,2,64.0,promoter,0.794,high_health,0,77.9,555.42,medium_usage,enterprise_mrr,active_0_7d
242,other,small,North America,monthly,starter,8,48.04,7,37.49,1,19.62,23.0,3,47.86,16,0,,,0.336,medium_health,1,70.15,0.66,low_usage,low_mrr,warming_8_30d
243,other,small,APAC,monthly,starter,36,59.94,5,95.07,1,29.33,13.37,2,54.78,23,3,38.0,passive,0.596,medium_health,1,85.68,1.23,low_usage,low_mrr,warming_8_30d
244,finance,mid_market,APAC,monthly,growth,58,236.67,12,34.89,6,62.56,31.59,5,70.42,2,1,79.0,promoter,0.637,medium_health,0,73.26,43.85,medium_usage,mid_mrr,active_0_7d
245,software,mid_market,North America,monthly,growth,52,202.98,15,52.29,2,32.66,4.94,2,43.48,13,1,,,0.429,medium_health,1,42.6,0.82,low_usage,mid_mrr,warming_8_30d
246,other,mid_market,North America,annual,growth,38,275.16,12,64.52,2,43.73,9.59,2,49.51,24,1,9.0,passive,0.525,medium_health,0,79.01,65.98,medium_usage,mid_mrr,warming_8_30d
247,finance,small,North America,monthly,starter,41,42.77,7,60.04,1,34.9,14.43,3,70.02,3,2,40.0,passive,0.561,medium_health,1,87.69,1.08,low_usage,low_mrr,active_0_7d
248,other,mid_market,North America,monthly,business,6,794.81,38,46.74,6,17.45,19.03,4,34.15,1,2,24.0,passive,0.322,low_health,0,43.98,278.08,low_usage,high_mrr,active_0_7d
249,other,mid_market,North America,monthly,growth,3,511.1,16,77.07,4,1.53,17.84,4,47.65,6,2,12.0,passive,0.375,medium_health,0,56.69,45.0,low_usage,high_mrr,active_0_7d
250,other,small,Other,monthly,growth,18,195.12,18,72.74,6,19.52,15.33,3,61.44,26,1,62.0,promoter,0.504,medium_health,1,61.23,5.65,low_usage,mid_mrr,warming_8_30d
251,finance,small,Europe,monthly,growth,12,179.57,24,90.07,4,22.67,2.18,2,51.93,4,1,48.0,passive,0.56,medium_health,0,69.54,12.23,low_usage,mid_mrr,active_0_7d
252,finance,small,UK,monthly,business,2,431.24,29,64.14,5,40.06,13.95,1,43.01,5,2,46.0,passive,0.528,medium_health,0,79.35,37.27,medium_usage,mid_mrr,active_0_7d
253,other,small,UK,annual,starter,20,42.09,8,58.63,1,35.42,13.66,1,52.17,1,0,21.0,passive,0.498,medium_health,1,79.17,0.24,medium_usage,low_mrr,active_0_7d
254,finance,small,Europe,monthly,business,15,295.92,37,77.11,13,41.31,17.64,6,55.28,4,1,37.0,passive,0.607,medium_health,0,63.61,62.24,medium_usage,mid_mrr,active_0_7d
255,software,small,UK,annual,growth,36,98.0,17,79.23,6,55.3,28.46,1,66.84,10,1,59.0,promoter,0.725,high_health,0,86.21,48.45,medium_usage,low_mrr,warming_8_30d
256,healthcare,small,Europe,monthly,growth,17,116.85,11,65.97,2,15.16,15.74,6,49.62,27,2,22.0,passive,0.399,medium_health,0,51.43,44.29,low_usage,mid_mrr,warming_8_30d
257,other,mid_market,North America,monthly,business,15,864.71,36,73.98,7,50.33,26.85,7,57.88,3,5,21.0,passive,0.637,medium_health,1,66.69,33.88,medium_usage,high_mrr,active_0_7d
258,retail,mid_market,Europe,monthly,starter,10,71.95,3,59.41,0,18.67,18.18,1,63.79,6,2,,,0.455,medium_health,0,64.13,19.76,low_usage,low_mrr,active_0_7d
259,healthcare,mid_market,Europe,annual,enterprise,11,2801.38,113,87.99,57,54.94,24.12,11,64.28,4,0,,,0.76,high_health,0,86.65,504.58,medium_usage,enterprise_mrr,active_0_7d
260,software,small,APAC,monthly,starter,56,45.78,9,60.4,2,41.34,23.17,4,57.8,13,0,3.0,passive,0.526,medium_health,0,86.34,12.61,medium_usage,low_mrr,warming_8_30d
261,retail,small,Other,monthly,growth,3,129.66,14,39.17,1,17.85,15.14,0,46.82,15,1,15.0,passive,0.316,low_health,0,49.93,36.54,low_usage,mid_mrr,warming_8_30d
262,other,mid_market,Europe,monthly,growth,11,492.23,14,84.24,3,11.94,13.77,1,42.06,8,2,12.0,passive,0.433,medium_health,0,66.19,137.01,low_usage,mid_mrr,warming_8_30d
263,software,small,UK,monthly,starter,19,20.71,3,77.58,1,21.55,19.53,4,70.21,36,1,45.0,passive,0.536,medium_health,0,76.62,6.36,low_usage,low_mrr,inactive_31_90d
264,healthcare,enterprise,North America,annual,enterprise,10,5245.94,118,68.63,36,56.49,25.27,3,76.48,20,1,,,0.688,high_health,1,88.1,270.89,medium_usage,enterprise_mrr,warming_8_30d
265,other,mid_market,UK,monthly,enterprise,6,1158.85,130,80.63,38,40.91,21.1,4,47.59,11,1,43.0,passive,0.595,medium_health,0,70.81,252.57,medium_usage,high_mrr,warming_8_30d
266,retail,small,North America,annual,starter,6,53.27,3,42.88,0,7.07,5.82,4,46.79,16,0,,,0.263,low_health,0,70.42,24.17,low_usage,low_mrr,warming_8_30d
267,retail,enterprise,North America,annual,enterprise,5,7834.39,115,71.07,28,31.76,21.19,2,35.12,6,3,37.0,passive,0.483,medium_health,0,74.77,2224.11,low_usage,enterprise_mrr,active_0_7d
268,retail,small,North America,monthly,growth,8,92.86,20,48.73,4,13.05,20.41,2,68.47,62,1,43.0,passive,0.369,medium_health,0,65.25,21.94,low_usage,low_mrr,inactive_31_90d
